 Instance,Module,Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks 
 Encoder , (top),        11,        11,      0,   0,  7,     0,     0,   0,           0 
